Song,Tempo,Chroma,MFCC,Chords
Shiva Tere Charno Mein - Hansika Pareek ｜ Shiv Bhajan ｜ Khushi Pareek ｜ @StereoAux,[117.45383523],"[0.2802833318710327, 0.5034998059272766, 0.590808629989624, 0.43902722001075745, 0.33494290709495544, 0.3003786504268646, 0.3699929416179657, 0.33215129375457764, 0.30676430463790894, 0.3914477229118347, 0.27951231598854065, 0.2605750262737274]","[-207.26109313964844, 148.467041015625, 25.94632911682129, 29.70298194885254, -0.3840566575527191, 25.884170532226562, -15.757060050964355, 15.48522663116455, -5.606132507324219, -0.8944280743598938, 0.4192226827144623, -3.9982500076293945, -5.0157976150512695]","[3, 4, 5, 4, 5, 6, 2, 3, 4, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3]"
Sia - Cheap Thrills (Official Audio) ft. Sean Paul,[178.20581897],"[0.40407589077949524, 0.46620771288871765, 0.38834822177886963, 0.39833301305770874, 0.456764280796051, 0.3920023441314697, 0.43110617995262146, 0.39100441336631775, 0.4862366318702698, 0.5802199244499207, 0.457260400056839, 0.4077032804489136]","[-131.99154663085938, 125.94853973388672, -35.572261810302734, 36.249847412109375, -9.861785888671875, 25.963703155517578, -25.243101119995117, 22.79751968383789, -10.693114280700684, -8.618968963623047, 5.189578533172607, -4.88027811050415, -7.990405559539795]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Sia - Snowman,[69.83741554],"[0.46963998675346375, 0.5702183246612549, 0.4632098078727722, 0.4815588593482971, 0.46013057231903076, 0.5386409163475037, 0.4267755448818207, 0.32741180062294006, 0.3455226421356201, 0.34648674726486206, 0.4073438346385956, 0.37164098024368286]","[-161.41114807128906, 140.23533630371094, -1.3663920164108276, 40.223121643066406, 2.460501194000244, 22.709373474121094, -10.369695663452148, 25.17807388305664, -5.455731391906738, -2.0190377235412598, 8.744142532348633, -4.67144250869751, 1.8563064336776733]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Skechers,[99.38401442],"[0.45628613233566284, 0.5899689793586731, 0.5665699243545532, 0.6335006356239319, 0.509436845779419, 0.42418161034584045, 0.4010169208049774, 0.3994264006614685, 0.4821982979774475, 0.43503454327583313, 0.472322553396225, 0.4204062521457672]","[-247.24703979492188, 142.73162841796875, 13.47757339477539, 20.64322853088379, -8.359700202941895, 2.073899269104004, 4.8574676513671875, 2.058455228805542, -1.6051781177520752, 3.242704153060913, -0.3944929540157318, -0.9775437712669373, 4.579254627227783]","[0, 10, 11, 0, 10, 11, 0, 10, 11, 9, 10, 11, 1, 7, 8, 5, 6, 9, 3, 4, 5, 2, 3, 4, 2, 3, 4, 2, 3, 4]"
Skillet - Hero [HQ],[143.5546875],"[0.44091594219207764, 0.4716132879257202, 0.47776633501052856, 0.5275266766548157, 0.4357491731643677, 0.5266774892807007, 0.5595006942749023, 0.4342394769191742, 0.4372505843639374, 0.41735976934432983, 0.5397260785102844, 0.4586738049983978]","[-95.88444519042969, 130.30850219726562, -46.99602508544922, 53.30487823486328, -21.613203048706055, 33.59138488769531, -19.827348709106445, 24.70242691040039, -11.566197395324707, 13.295637130737305, -0.748600423336029, 4.703641414642334, 1.9149341583251953]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
SNAP,[84.72079918],"[0.6049026846885681, 0.4274970591068268, 0.41168615221977234, 0.4172153174877167, 0.5480723977088928, 0.42647650837898254, 0.3566214442253113, 0.4832567870616913, 0.3968375623226166, 0.4036687910556793, 0.36870747804641724, 0.5391260981559753]","[-148.54299926757812, 149.75169372558594, -14.19040298461914, 30.70476531982422, -11.070713996887207, 22.601613998413086, -10.89536190032959, 18.566299438476562, -3.895613431930542, 2.7442190647125244, 5.533052444458008, 4.83723783493042, 1.033300518989563]","[0, 9, 10, 0, 1, 9, 0, 1, 2, 2, 3, 4, 0, 1, 2, 0, 1, 2, 3, 4, 5, 3, 4, 5, 1, 2, 3, 3, 4, 5]"
Sol,[89.10290948],"[0.5888853669166565, 0.5194845199584961, 0.48886367678642273, 0.5193839073181152, 0.5049055814743042, 0.47773000597953796, 0.42928653955459595, 0.43760156631469727, 0.4487833082675934, 0.4201018810272217, 0.45816177129745483, 0.5182734131813049]","[-169.8254852294922, 135.1395721435547, 0.025805123150348663, 37.88865661621094, 3.5092995166778564, 29.185726165771484, -8.595537185668945, 2.642995834350586, -3.955618381500244, -1.5175384283065796, -3.4588241577148438, 1.2576658725738525, -6.218591213226318]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 4, 9, 11, 0, 1, 11, 0, 1, 4, 0, 1, 4, 1, 10, 11, 1, 2, 10, 0, 1, 2]"
Sound afex,[117.45383523],"[0.2586764097213745, 0.2908284068107605, 0.3552696704864502, 0.34794068336486816, 0.3069511950016022, 0.27731892466545105, 0.291695773601532, 0.3143329322338104, 0.35218876600265503, 0.3829915225505829, 0.3534621298313141, 0.30193355679512024]","[-228.00926208496094, 128.47994995117188, -34.37266159057617, 2.8397936820983887, -6.650407791137695, -3.7251358032226562, -6.206053256988525, 1.0720797777175903, -7.603128433227539, 3.929082155227661, -6.330631732940674, 2.3604235649108887, -5.752355098724365]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
ST. CHROMA,[147.65625],"[0.45598432421684265, 0.4636632800102234, 0.45859047770500183, 0.4623391032218933, 0.4534366726875305, 0.4760276973247528, 0.45809900760650635, 0.49978917837142944, 0.5163286328315735, 0.5733251571655273, 0.4830400049686432, 0.44523918628692627]","[-70.10382080078125, 144.67779541015625, -21.69533920288086, 40.71995544433594, -17.198978424072266, 22.979175567626953, -18.89739990234375, 14.990046501159668, -6.894552230834961, 3.3366143703460693, -7.621979713439941, -1.1953015327453613, -1.2821869850158691]","[8, 9, 10, 8, 9, 10, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 1, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11]"
Stellar - Bad Dream (Official Lyric Video),[126.04801829],"[0.6546593308448792, 0.5296198129653931, 0.5352307558059692, 0.5829712152481079, 0.5340219140052795, 0.5339330434799194, 0.47440633177757263, 0.5599855184555054, 0.4645480513572693, 0.39406222105026245, 0.4209658205509186, 0.4596841633319855]","[-85.4485855102539, 141.0964813232422, -8.145746231079102, 43.489559173583984, -14.661579132080078, 30.57697296142578, -15.083742141723633, 17.189340591430664, -3.1892895698547363, 13.259568214416504, -3.714794158935547, 4.775604724884033, 2.381509304046631]","[5, 6, 7, 6, 9, 10, 8, 9, 10, 8, 9, 10, 3, 8, 9, 3, 8, 9, 0, 8, 9, 0, 8, 9, 0, 8, 9, 0, 8, 9]"
Stellar - Daredevil (Official Lyric Video),[129.19921875],"[0.575162410736084, 0.5940712094306946, 0.6080648899078369, 0.6116800308227539, 0.6981964707374573, 0.6192647814750671, 0.5469460487365723, 0.5422535538673401, 0.5242804288864136, 0.5850104689598083, 0.5710130929946899, 0.5874952077865601]","[-141.82371520996094, 143.21395874023438, -6.033326148986816, 29.705812454223633, -4.942926406860352, 24.612651824951172, -4.283881187438965, 21.147136688232422, 3.8824751377105713, 11.906259536743164, 9.336482048034668, 12.462972640991211, 3.7904274463653564]","[4, 5, 7, 3, 4, 5, 5, 6, 7, 7, 8, 9, 2, 3, 4, 0, 1, 11, 8, 9, 10, 4, 5, 6, 4, 5, 6, 0, 1, 2]"
Stellar - El Dorado (Official Lyric Video),[120.18531977],"[0.4976562261581421, 0.6024688482284546, 0.47364485263824463, 0.4235502779483795, 0.4932217299938202, 0.5003201961517334, 0.5458375811576843, 0.4507102966308594, 0.48965153098106384, 0.5044733881950378, 0.4614010751247406, 0.4964962601661682]","[-111.39912414550781, 136.7267608642578, -17.941190719604492, 46.99283981323242, -8.200315475463867, 33.065757751464844, -16.52333641052246, 14.70667839050293, -4.042680740356445, 2.2098562717437744, -3.3575050830841064, 5.154883861541748, -1.6204726696014404]","[0, 7, 11, 6, 7, 8, 5, 6, 7, 6, 7, 8, 6, 7, 11, 6, 7, 11, 0, 6, 11, 0, 6, 11, 0, 6, 11, 0, 5, 6]"
Stellar - Masquerade (Official Lyric Video),[178.20581897],"[0.5694006681442261, 0.3983229696750641, 0.378301203250885, 0.41634470224380493, 0.3712341785430908, 0.3611319661140442, 0.36776986718177795, 0.5408592820167542, 0.5116364359855652, 0.4547443389892578, 0.4019678235054016, 0.38906869292259216]","[-112.71250915527344, 134.46009826660156, -38.71700668334961, 50.25004196166992, -8.989766120910645, 23.74469757080078, -11.466818809509277, 14.970514297485352, -1.2389099597930908, 5.479036331176758, -5.508518695831299, 4.268873691558838, -0.886114239692688]","[1, 2, 3, 0, 10, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11]"
Stellar - Stranger (Official Lyric Video),[126.04801829],"[0.42034170031547546, 0.44847947359085083, 0.5382806062698364, 0.4684576988220215, 0.4822123646736145, 0.4978087842464447, 0.40240049362182617, 0.4578915536403656, 0.43391433358192444, 0.5464893579483032, 0.4216248393058777, 0.37917235493659973]","[-78.23096466064453, 132.58224487304688, -41.74747085571289, 28.389957427978516, -21.765377044677734, 25.22434425354004, -20.599674224853516, 19.918460845947266, -10.348238945007324, 3.1778149604797363, -1.3922616243362427, 4.336772918701172, -1.5949310064315796]","[0, 3, 11, 0, 1, 11, 1, 2, 11, 0, 1, 11, 8, 9, 10, 8, 9, 10, 8, 9, 10, 8, 9, 10, 8, 9, 10, 8, 9, 10]"
Steve Lacy - Dark Red (Lyrics),[86.1328125],"[0.3986191153526306, 0.4282646179199219, 0.45226311683654785, 0.5255294442176819, 0.4851173460483551, 0.44857296347618103, 0.40509846806526184, 0.36248311400413513, 0.45899632573127747, 0.5191788673400879, 0.5342931151390076, 0.4253152012825012]","[-130.6991729736328, 168.39794921875, -29.556896209716797, 38.39580154418945, -2.096163272857666, 12.044886589050293, -3.833747148513794, 3.5034117698669434, -1.788877010345459, -4.10087251663208, -2.458036422729492, -0.02841516211628914, -2.026646137237549]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Steve Lacy - Dark Red,[86.53846154],"[0.4070894122123718, 0.442547082901001, 0.4778591990470886, 0.5474551320075989, 0.48653852939605713, 0.47073325514793396, 0.42131882905960083, 0.36925533413887024, 0.4636456072330475, 0.515633225440979, 0.5436515808105469, 0.42365264892578125]","[-128.2701873779297, 165.49502563476562, -26.586538314819336, 35.92905044555664, -0.5644800662994385, 11.363252639770508, -3.288958787918091, 3.412290573120117, -1.5953726768493652, -1.9161064624786377, -5.260883808135986, 2.651036024093628, -4.587098121643066]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Surf Curse - Disco,[86.1328125],"[0.49565941095352173, 0.5063709020614624, 0.45429980754852295, 0.4231913983821869, 0.4985235929489136, 0.49742838740348816, 0.47882261872291565, 0.42481616139411926, 0.4285842776298523, 0.5329878926277161, 0.504905641078949, 0.5041401982307434]","[-138.27777099609375, 170.566162109375, -40.17937088012695, 48.829036712646484, 8.530316352844238, 26.715293884277344, -9.00117301940918, 8.61430549621582, 1.6551039218902588, 1.9188344478607178, 1.1502619981765747, -1.670803427696228, 1.6180095672607422]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Swarna Kamalam - Telugu Songs - Aakasamlo Aasala harivillu,[123.046875],"[0.19708266854286194, 0.25993794202804565, 0.25181540846824646, 0.37240543961524963, 0.2708803117275238, 0.3230724334716797, 0.18016193807125092, 0.2018985152244568, 0.29868924617767334, 0.26644274592399597, 0.40851667523384094, 0.20654301345348358]","[-241.939697265625, 197.64820861816406, -72.2529296875, 11.697591781616211, 9.7163724899292, -2.6466355323791504, 11.152131080627441, 0.7821967005729675, 0.6346151232719421, -4.257968902587891, -0.21000894904136658, -0.933281660079956, -4.6889166831970215]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 10, 11, 8, 9, 10, 5, 6, 9, 0, 5, 6, 4, 5, 6, 4, 5, 6, 0, 5, 6]"
"Swathi Chinuku Full Song With Lyrics - Aakhari Poratam Songs - Nagarjuna, Sridevi, Ilayaraja",[123.046875],"[0.3148132860660553, 0.38789626955986023, 0.28940147161483765, 0.22656847536563873, 0.25744396448135376, 0.3339652717113495, 0.5093223452568054, 0.4054083228111267, 0.3210654556751251, 0.3586948812007904, 0.2730753421783447, 0.21940788626670837]","[-185.75173950195312, 187.3933563232422, -51.626670837402344, 8.70095157623291, 4.066990375518799, 9.35000991821289, 0.741599440574646, -7.116365432739258, 4.593518257141113, -3.3176677227020264, -4.330515384674072, 0.6290407776832581, -0.3164951503276825]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 2, 3, 4, 2, 3, 11, 0, 1, 11]"
Sweater Weather,[123.046875],"[0.5153864026069641, 0.4780192971229553, 0.5961437821388245, 0.4685177803039551, 0.37422579526901245, 0.3699333965778351, 0.34289705753326416, 0.42769333720207214, 0.3560538589954376, 0.43705102801322937, 0.4889611303806305, 0.41683122515678406]","[-134.56332397460938, 170.9746856689453, -27.004873275756836, 26.591203689575195, 1.1033670902252197, 13.882594108581543, -9.438961029052734, 4.1470112800598145, -0.48711487650871277, 4.272068977355957, 1.9156025648117065, 1.044128656387329, 2.7851979732513428]","[1, 4, 8, 2, 3, 4, 2, 3, 4, 2, 3, 4, 0, 2, 11, 0, 2, 11, 0, 1, 2, 5, 6, 7, 6, 7, 8, 6, 7, 8]"
SZA - Snooze (Audio),[143.5546875],"[0.491001695394516, 0.47532951831817627, 0.5818575024604797, 0.5121070146560669, 0.5274996161460876, 0.4810059666633606, 0.4246738851070404, 0.4724760055541992, 0.40638840198516846, 0.4219586253166199, 0.3678091764450073, 0.4043354392051697]","[-171.06434631347656, 152.86947631835938, -4.816554546356201, 36.04243469238281, -1.2039841413497925, 27.325313568115234, -2.2606377601623535, 15.871097564697266, -0.4188389778137207, -1.028404951095581, 8.788680076599121, 4.797501087188721, 4.399121284484863]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Take Your Mask Off,[92.28515625],"[0.4908239245414734, 0.49019861221313477, 0.5224507451057434, 0.525014340877533, 0.5071422457695007, 0.4427870213985443, 0.4648715555667877, 0.44331446290016174, 0.486674964427948, 0.4762573838233948, 0.46558359265327454, 0.5099419355392456]","[-111.6429672241211, 142.20188903808594, -7.017704010009766, 45.102821350097656, -8.686788558959961, 23.600887298583984, -12.662603378295898, 8.810392379760742, -5.410578727722168, -1.460155725479126, -1.3588335514068604, 2.274613380432129, -0.5444190502166748]","[0, 10, 11, 6, 7, 11, 3, 6, 7, 6, 7, 8, 6, 7, 8, 6, 8, 11, 6, 7, 11, 6, 8, 11, 8, 10, 11, 8, 10, 11]"
Tame Impala - Borderline (Official Audio),[97.50884434],"[0.5010504722595215, 0.4266534149646759, 0.5137979388237, 0.4768431484699249, 0.4023709297180176, 0.4829922318458557, 0.4355522692203522, 0.5704366564750671, 0.40248560905456543, 0.3833729922771454, 0.39928415417671204, 0.3642241656780243]","[-75.26752471923828, 140.46524047851562, -41.32554626464844, 47.26248550415039, -23.0605525970459, 18.20941734313965, -6.097415924072266, 4.576416969299316, -5.011592864990234, 3.191269874572754, 2.8998677730560303, 1.006880760192871, 3.5772619247436523]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"Tella Cheeraku Full Song ll Aakhari Poratam Movie ll Nagarjuna, Sridevi, Suhasini",[132.51201923],"[0.3180387020111084, 0.36810576915740967, 0.4421103000640869, 0.27433276176452637, 0.2516325116157532, 0.2712825536727905, 0.2556287348270416, 0.2606559097766876, 0.28486719727516174, 0.389261931180954, 0.2138013243675232, 0.2133137732744217]","[-192.0023193359375, 178.8390350341797, -40.35318374633789, 20.43583106994629, -7.005911350250244, 2.6314597129821777, 4.682254314422607, -8.718571662902832, 4.538841247558594, -9.214118003845215, -7.496631622314453, -3.9390320777893066, -5.492100715637207]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 5, 6, 7, 2, 3, 4, 2, 3, 5, 1, 2, 3, 0, 1, 2, 9, 10, 11]"
"The Chainsmokers, Illenium - Takeaway (Pilton Remix - Official Audio) ft. Lennon Stella",[99.38401442],"[0.34310999512672424, 0.3117083013057709, 0.4699574112892151, 0.6239757537841797, 0.40784668922424316, 0.41791433095932007, 0.3366829454898834, 0.4502163827419281, 0.31095626950263977, 0.31212297081947327, 0.41619446873664856, 0.29474198818206787]","[-96.79811096191406, 108.48136901855469, -33.88056564331055, 43.26245880126953, -35.025211334228516, 31.742992401123047, -32.94648361206055, 15.09508991241455, -12.903160095214844, -3.1083250045776367, -2.5805001258850098, -5.948723793029785, -0.5780555009841919]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
The Greatest Showman Cast - A Million Dreams (Official Audio),[147.65625],"[0.44179341197013855, 0.370807021856308, 0.4119046926498413, 0.3120100796222687, 0.3185964524745941, 0.25968730449676514, 0.3730580508708954, 0.5189338326454163, 0.3880981504917145, 0.4032247066497803, 0.35358908772468567, 0.47411486506462097]","[-230.68197631835938, 125.57682037353516, -16.103513717651367, 30.184724807739258, 2.812579870223999, 25.71302604675293, -11.350506782531738, 11.824360847473145, -1.942283034324646, -5.057548522949219, 1.0131518840789795, -2.8485467433929443, -3.4706249237060547]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 7, 11, 4, 5, 7, 2, 3, 4, 3, 4, 5, 3, 4, 5, 4, 5, 6, 4, 5, 6]"
The Hills,[112.34714674],"[0.5748218297958374, 0.4676662087440491, 0.5159836411476135, 0.5207169651985168, 0.43582719564437866, 0.4831901490688324, 0.4055194854736328, 0.47697755694389343, 0.362552285194397, 0.33532780408859253, 0.4158606231212616, 0.4206482172012329]","[-159.3575897216797, 152.3065643310547, -13.665116310119629, 27.502824783325195, -9.248016357421875, 13.161684036254883, -12.468490600585938, 7.834275245666504, -1.9632760286331177, -4.650819301605225, -4.923685073852539, 0.6597638726234436, 1.6681472063064575]","[1, 2, 3, 0, 10, 11, 9, 10, 11, 8, 9, 10, 2, 9, 10, 2, 9, 10, 7, 9, 10, 1, 7, 9, 4, 5, 6, 2, 3, 4]"
The Living Tombstone - My Ordinary Life『Slowed ⭒ Reverb ⭒ Bass Boosted』,[135.99917763],"[0.6412861943244934, 0.6613282561302185, 0.682224690914154, 0.7092790007591248, 0.7024526000022888, 0.6805028915405273, 0.5955719947814941, 0.6060095429420471, 0.6011192202568054, 0.5352485775947571, 0.5641674399375916, 0.5488461256027222]","[-160.25949096679688, 160.98487854003906, -24.64410400390625, 43.35143280029297, 3.076195478439331, 20.593997955322266, 10.833831787109375, 3.823369026184082, 18.229440689086914, 5.642213821411133, 14.841043472290039, 3.7415149211883545, 6.37146520614624]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"The Living Tombstone, Ft. Eurobeat Brony-Discord (Lyrics Video)",[105.46875],"[0.458692729473114, 0.4871336817741394, 0.5193496942520142, 0.6490453481674194, 0.5365160703659058, 0.5060312151908875, 0.5292516350746155, 0.5358549356460571, 0.5984777808189392, 0.45241811871528625, 0.5159810185432434, 0.5379547476768494]","[-62.18638229370117, 110.60006713867188, -24.461118698120117, 54.14238357543945, -28.01683807373047, 34.03498840332031, -14.315544128417969, 27.6125431060791, -6.419414043426514, 12.254547119140625, -4.51846170425415, 7.684622287750244, 4.913686752319336]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 10, 11, 0, 1, 10, 2, 3, 4, 7, 8, 9, 7, 8, 9]"
The Pi Song  (Memorize 100 Digits Of π) ｜ SCIENCE SONGS,[172.265625],"[0.43558672070503235, 0.4029070734977722, 0.4355649948120117, 0.4589156210422516, 0.40946394205093384, 0.38160255551338196, 0.4120946526527405, 0.495919793844223, 0.42610716819763184, 0.3772972524166107, 0.38393735885620117, 0.3909829556941986]","[-176.59811401367188, 168.58633422851562, -22.630353927612305, 40.41401672363281, -1.6804842948913574, 19.6439208984375, -5.133823871612549, 1.958949327468872, -3.0986385345458984, 0.5148777365684509, -3.0227255821228027, -0.6753939390182495, -0.46390849351882935]","[9, 10, 11, 0, 3, 11, 3, 4, 5, 0, 10, 11, 0, 1, 11, 7, 8, 9, 5, 6, 7, 4, 5, 6, 0, 8, 11, 9, 10, 11]"
